firm_name,content,raw_content,timestamp,thread_url,quality_score,is_question,is_meta_low,is_too_short,words,unique_words,sentences,reasons
Allens,"I’m mega deep in the trenches right now - bakers, nrf, corrs, gt, wc, bb, mo, cc, minters, kwm, allens
I have only a few left after going for a spray and pray method","I’m mega deep in the trenches right now - bakers, nrf, corrs, gt, wc, bb, mo, cc, minters, kwm, allens
I have only a few left after going for a spray and pray method",posted 2025-Jul-26,https://forums.whirlpool.net.au/thread/3246kzy8,0.620,False,False,False,34,32,1,
Allens,"No I haven’t.
+ BM + HSF + KWM + G+T
Minters - CC - NRF - Corrs - W&C - Allens (assumed)","No I haven’t.
+ BM + HSF + KWM + G+T
- Minters - CC - NRF - Corrs - W&C - Allens (assumed)",posted 2025-Jul-26,https://forums.whirlpool.net.au/thread/3246kzy8,0.490,False,False,True,17,16,2,short
Allens,"+1 K&L Gates +1 HSF +1 W&C (VI)
1 KWM -1 Minters -1 Allens -1 G+T -1 Corrs","+1 K&L Gates +1 HSF +1 W&C (VI)
-1 KWM -1 Minters -1 Allens -1 G+T -1 Corrs",posted 2025-Jul-28,https://forums.whirlpool.net.au/thread/3246kzy8,0.470,False,True,True,21,14,1,"meta,short"
Allens,workday for allens ended up loading up properly,workday for allens ended up loading up properly,posted 2025-Jul-29,https://forums.whirlpool.net.au/thread/3246kzy8,0.490,False,False,True,8,7,1,short
Allens,"So far
+1 Ashurst +1 HSF +1 Minters +1 Corrs +1 MO
1 KWM -1 Allens","So far
+1 Ashurst +1 HSF +1 Minters +1 Corrs +1 MO
-1 KWM -1 Allens",posted 2025-Jul-29,https://forums.whirlpool.net.au/thread/3246kzy8,0.360,False,True,True,16,10,1,"meta,short"
Allens,"So far:
+1 HSFK +1 KWM +1 Ashurst +1 GT +1 Corrs
1 Allens
Waiting on AO Shearman.","So far:
+1 HSFK +1 KWM +1 Ashurst +1 GT +1 Corrs
-1 Allens
Waiting on AO Shearman.",posted 2025-Jul-29,https://forums.whirlpool.net.au/thread/3246kzy8,0.360,False,True,True,18,13,1,"meta,short"
Allens,"1 Allens
not heard from Corrs or Piper Alderman yet either","-1 Allens
not heard from Corrs or Piper Alderman yet either",posted 2025-Aug-6,https://forums.whirlpool.net.au/thread/974pxqk5,0.560,False,False,True,11,11,1,short
Allens,"Might want to check your Allens application status. Mine says ‘Not selected’.
:(","Might want to check your Allens application status. Mine says ‘Not selected’.
:(",posted 2024-Jul-19,https://forums.whirlpool.net.au/thread/3qr18x54,0.430,False,False,True,12,12,3,short
Allens,"I haven't heard anything from NRF or A&O but I'm hoping no news is still good news. I wish people would stop trolling, it's stressful enough being in the dark.
Also, I haven't heard about anyone receiving any responses from: - Clifford Chance - Clyde & Co - HSF - KWM - Minters
I know we will hear back from Allens by Friday.","I haven't heard anything from NRF or A&O but I'm hoping no news is still good news. I wish people would stop trolling, it's stressful enough being in the dark.
Also, I haven't heard about anyone receiving any responses from: - Clifford Chance - Clyde & Co - HSF - KWM - Minters
I know we will hear back from Allens by Friday.",posted 2024-Jul-22,https://forums.whirlpool.net.au/thread/3qr18x54,0.890,False,False,False,62,52,3,high_quality
Allens,It seems that Allens are updating the applications of unsuccessful applicants to inactive – happened to me,It seems that Allens are updating the applications of unsuccessful applicants to inactive – happened to me,posted 2024-Jul-23,https://forums.whirlpool.net.au/thread/3qr18x54,0.550,False,False,True,16,15,1,short
Allens,I don't think allens have handed out interviews yet?,I don't think allens have handed out interviews yet?,posted 2024-Jul-23,https://forums.whirlpool.net.au/thread/3qr18x54,0.550,True,False,True,10,10,1,"question,short"
Allens,"My HSF portal says 'submitted' and in process/progress for my Allens, Clayton and KWM applications.
Also
1 K&L Gates","My HSF portal says 'submitted' and in process/progress for my Allens, Clayton and KWM applications.
Also
- 1 K&L Gates",posted 2024-Jul-23,https://forums.whirlpool.net.au/thread/3qr18x54,0.590,False,False,True,21,19,2,short
Allens,Has anyone had their status change on Workday for Allens?,Has anyone had their status change on Workday for Allens?,posted 2024-Jul-24,https://forums.whirlpool.net.au/thread/3qr18x54,0.250,True,False,True,10,10,1,"question,short"
Allens,I actually think firms tend to process them in order of name.. not by date. i suspect allens will release offers and rejections at the same time tbh.,I actually think firms tend to process them in order of name.. not by date. i suspect allens will release offers and rejections at the same time tbh.,posted 2024-Jul-24,https://forums.whirlpool.net.au/thread/3qr18x54,0.790,False,False,False,28,27,3,high_quality
Allens,"Re Allens my last name ends in T and mine says 'not selected'.
+ 1 Corrs + 1 HSF - 1 K&L Gates
Bit confused as to how that happened, anyways grateful to have two interviews.","Re Allens my last name ends in T and mine says 'not selected'.
+ 1 Corrs + 1 HSF - 1 K&L Gates
Bit confused as to how that happened, anyways grateful to have two interviews.",posted 2024-Jul-24,https://forums.whirlpool.net.au/thread/3qr18x54,0.780,False,False,False,34,31,2,high_quality
Allens,Surely Allens release today...,Surely Allens release today...,posted 2024-Jul-25,https://forums.whirlpool.net.au/thread/3qr18x54,0.430,False,False,True,4,4,1,short
Allens,"Hoping we hear back from Allens today!!
Has anyone heard back from: - Clifford Chance - Clyde & Co - KWM - Minters","Hoping we hear back from Allens today!!
Has anyone heard back from: - Clifford Chance - Clyde & Co - KWM - Minters",posted 2024-Jul-25,https://forums.whirlpool.net.au/thread/3qr18x54,0.630,False,False,True,18,16,2,short
Allens,"Allens had sent all the interview offers at the same time last year. Surely there'd be more people posting +1's in here too if it was legit seeing that HSF had 3 posted back to back, but idk","Allens had sent all the interview offers at the same time last year. Surely there'd be more people posting +1's in here too if it was legit seeing that HSF had 3 posted back to back, but idk",posted 2024-Jul-25,https://forums.whirlpool.net.au/thread/3qr18x54,0.745,False,True,False,40,37,2,"high_quality,meta"
Allens,I don’t think Allens is out yet,I don’t think Allens is out yet,posted 2024-Jul-25,https://forums.whirlpool.net.au/thread/3qr18x54,0.490,False,False,True,8,8,1,short
Allens,"any updates re Allens, Minters or CU?","any updates re Allens, Minters or CU?",posted 2024-Jul-25,https://forums.whirlpool.net.au/thread/3qr18x54,0.130,True,True,True,7,7,1,"question,meta,short"
Allens,nothing from allens or cu but -1 cc,nothing from allens or cu but -1 cc,posted 2024-Jul-25,https://forums.whirlpool.net.au/thread/3qr18x54,0.480,False,False,True,8,8,1,short
Allens,+1 ALLENS Omg cannot believe it.,+1 ALLENS Omg cannot believe it.,posted 2024-Jul-25,https://forums.whirlpool.net.au/thread/3qr18x54,0.360,False,True,True,6,6,1,"meta,short"
Allens,"+ 1 Allens
Also having issues with booking in interview","+ 1 Allens
Also having issues with booking in interview",posted 2024-Jul-25,https://forums.whirlpool.net.au/thread/3qr18x54,0.540,False,False,True,9,9,1,short
Allens,"holding out hope maybe Allens are sending out staggered interview offers if anonunsw got theirs just after 12, and more people got some around 5.30... esp if they were updating unsuccessful applicants to 'not selected' and mine still shows as 'in progess.' I guess tomorrow will be the big reveal lol.
Maybe thats also why ppl cant book interviews yet – because they havent sent out all the invites?","holding out hope maybe Allens are sending out staggered interview offers if anonunsw got theirs just after 12, and more people got some around 5.30... esp if they were updating unsuccessful applicants to 'not selected' and mine still shows as 'in progess.' I guess tomorrow will be the big reveal lol.
Maybe thats also why ppl cant book interviews yet – because they havent sent out all the invites?",posted 2024-Jul-25,https://forums.whirlpool.net.au/thread/3qr18x54,0.897,True,True,False,69,61,5,"high_quality,question,meta"
Allens,I still haven’t heard anything from Allens and mine says still in progress so hopefully good news.,I still haven’t heard anything from Allens and mine says still in progress so hopefully good news.,posted 2024-Jul-25,https://forums.whirlpool.net.au/thread/3qr18x54,0.570,False,False,True,18,17,1,short
Allens,"update – have tried on multiple devices and browsers and still can’t book Allens interview
some other people have said they were able to book when they changed devices","update – have tried on multiple devices and browsers and still can’t book Allens interview
some other people have said they were able to book when they changed devices",posted 2024-Jul-25,https://forums.whirlpool.net.au/thread/3qr18x54,0.610,False,False,False,29,24,1,
Allens,"Yeah probably just a glitch. I wouldn't be hopeful on Allens tbh, I reckon its rejections.","Yeah probably just a glitch. I wouldn't be hopeful on Allens tbh, I reckon its rejections.",posted 2024-Jul-26,https://forums.whirlpool.net.au/thread/3qr18x54,0.490,False,False,True,17,16,2,short
Allens,"No Anonunsw was trolling. I know who they are, they were literally trolling. I think the the allens career sight in-progress thing is a glitch.","No Anonunsw was trolling. I know who they are, they were literally trolling. I think the the allens career sight in-progress thing is a glitch.",posted 2024-Jul-26,https://forums.whirlpool.net.au/thread/3qr18x54,0.610,False,False,False,26,22,3,
Allens,the biggest tease of them all - 1 Allens,the biggest tease of them all - 1 Allens,posted 2024-Jul-26,https://forums.whirlpool.net.au/thread/3qr18x54,0.480,False,False,True,8,8,1,short
Allens,Allens Jude Bellingham inspired move – application status showing as 'not selected ' in the 95th minute,Allens Jude Bellingham inspired move – application status showing as 'not selected ' in the 95th minute,posted 2024-Jul-26,https://forums.whirlpool.net.au/thread/3qr18x54,0.430,False,False,True,15,15,1,short
Allens,Has anyone still not received an email from Allens? I haven’t received a rejection email yet haha guess I’m holding out hope lol,Has anyone still not received an email from Allens? I haven’t received a rejection email yet haha guess I’m holding out hope lol,posted 2024-Jul-26,https://forums.whirlpool.net.au/thread/3qr18x54,0.390,True,True,False,25,22,2,"question,meta"
Allens,1 Allens - 1 Ashurst + 1 KWM,- 1 Allens - 1 Ashurst + 1 KWM,posted 2024-Jul-27,https://forums.whirlpool.net.au/thread/3qr18x54,0.480,False,False,True,6,4,1,short
Allens,Did anyone else notice that only a handful of partners attended the Allens information evening tonight? Very strange…,Did anyone else notice that only a handful of partners attended the Allens information evening tonight? Very strange…,posted 2024-Aug-1,https://forums.whirlpool.net.au/thread/3qr18x54,0.510,False,False,True,18,18,2,short
Allens,"Interstate blow-in here. Can anybody tell me roughly how long the Allens CAPPfinity testing takes? Their application portal thing is down until 11pm tonight and I'll only have a bit of time tomorrow to complete before application deadline.
Sorry to intrude, hope you're all faring well.","Interstate blow-in here. Can anybody tell me roughly how long the Allens CAPPfinity testing takes? Their application portal thing is down until 11pm tonight and I'll only have a bit of time tomorrow to complete before application deadline.
Sorry to intrude, hope you're all faring well.",posted 2024-Aug-10,https://forums.whirlpool.net.au/thread/3qr18x54,0.657,False,False,False,49,47,4,high_quality
Allens,does anyone know when HR said second round offers would come out for Allens and NRF?,does anyone know when HR said second round offers would come out for Allens and NRF?,posted 2024-Aug-13,https://forums.whirlpool.net.au/thread/3qr18x54,0.550,True,False,True,16,16,1,"question,short"
Allens,Allens 2RI (email),- Allens 2RI (email),posted 2024-Aug-16,https://forums.whirlpool.net.au/thread/3qr18x54,0.430,False,False,True,3,3,1,short
Allens,"banana3894 writes...
did everyone who was final round for Allens receive an email asking to confirm personal details?
I have the same question, but for other firms. I received an email from one firm asking for a photo of myself and my official (I previously provided the unofficial) transcript. I'm unsure if this is some kind of sign?","banana3894 writes...
did everyone who was final round for Allens receive an email asking to confirm personal details?
I have the same question, but for other firms. I received an email from one firm asking for a photo of myself and my official (I previously provided the unofficial) transcript. I'm unsure if this is some kind of sign?",posted 2024-Sep-7,https://forums.whirlpool.net.au/thread/3qr18x54,0.822,True,False,False,59,49,5,"high_quality,question"
Allens,has anyone heard from Allens??,has anyone heard from Allens??,posted 2024-Sep-11,https://forums.whirlpool.net.au/thread/3qr18x54,0.330,True,False,True,5,5,1,"question,short"
Allens,has anyone else not heard anything from firms either way? waiting on Allens and HSF but haven’t received rejection emails or offer calls?,has anyone else not heard anything from firms either way? waiting on Allens and HSF but haven’t received rejection emails or offer calls?,posted 2024-Sep-11,https://forums.whirlpool.net.au/thread/3qr18x54,0.570,True,False,True,24,24,2,"question,short"
Allens,Allens - HSF,- Allens - HSF,posted 2024-Aug-28,https://forums.whirlpool.net.au/thread/974pvz5v,0.430,False,False,True,2,2,1,short
Allens,"I got an interview with a partner at CU from a practice area I expressed interest in, but I'm not sure if they intentionally did that or it was just luck.
Did anyone who interviewed at Allens get an email asking to add preferences for summer/winter?","@Goldenm2020 I got an interview with a partner at CU from a practice area I expressed interest in, but I'm not sure if they intentionally did that or it was just luck.
Did anyone who interviewed at Allens get an email asking to add preferences for summer/winter?",posted 2024-Sep-17,https://forums.whirlpool.net.au/thread/974pvz5v,0.855,True,False,False,48,42,2,"high_quality,question"
Allens,"lawclerk-2024 writes...
Did anyone who interviewed at Allens get an email asking to add preferences for summer/winter?
yep! I think they send that to everyone? not sure though","lawclerk-2024 writes...
Did anyone who interviewed at Allens get an email asking to add preferences for summer/winter?
yep! I think they send that to everyone? not sure though",posted 2024-Sep-17,https://forums.whirlpool.net.au/thread/974pvz5v,0.850,True,False,False,30,29,5,"high_quality,question"
Allens,"CU — I got a partner from one of my interest areas (not first preference), and a P&D consultant (not manager).
Allens — I also got the winter/summer preference email, and I put down summer too.
Ashurst — haven't done it yet either, good luck!","CU — I got a partner from one of my interest areas (not first preference), and a P&D consultant (not manager).
Allens — I also got the winter/summer preference email, and I put down summer too.
Ashurst — haven't done it yet either, good luck!",posted 2024-Sep-17,https://forums.whirlpool.net.au/thread/974pvz5v,0.728,False,False,False,45,37,3,high_quality
Allens,"That is definitely positive. However, one week after the interview???
I thought they would do it latest on the offer day so they could sell the firm to you. Given people often receive all 3 offers from the big 3 (KWM,Allens, HSF), CU is trying really hard.","That is definitely positive. However, one week after the interview???
I thought they would do it latest on the offer day so they could sell the firm to you. Given people often receive all 3 offers from the big 3 (KWM,Allens, HSF), CU is trying really hard.",posted 2024-Oct-7,https://forums.whirlpool.net.au/thread/974pvz5v,0.885,True,False,False,48,42,4,"high_quality,question"
Allens,+ Allens + Minters + NRF,+ Allens + Minters + NRF,posted 2024-Oct-9,https://forums.whirlpool.net.au/thread/974pvz5v,0.430,False,False,True,3,3,1,short
Allens,"Jelly55 writes...
How did you hear from Allen’s?
Allens was a phone call from the interviewing partner for me","Jelly55 writes...
How did you hear from Allen’s?
Allens was a phone call from the interviewing partner for me",posted 2024-Oct-9,https://forums.whirlpool.net.au/thread/974pvz5v,0.630,False,False,True,20,19,3,short
Allens,+ 1 McCullough + 1 Allens,+ 1 McCullough + 1 Allens,posted 2024-Oct-9,https://forums.whirlpool.net.au/thread/974pvz5v,0.480,False,False,True,4,3,1,short
Allens,"What are of law you wanna do? Can you do both by any chance?
KWM is good if you wanna work in Asia in the future, with their connections it is a massive help.
Allens is good if Europe is what you wanna do, with their connections with Linklaters in London, massive help.
Either one is very good I must say, just depends on what you wanna do","@bingl3
What are of law you wanna do? Can you do both by any chance?
KWM is good if you wanna work in Asia in the future, with their connections it is a massive help.
Allens is good if Europe is what you wanna do, with their connections with Linklaters in London, massive help.
Either one is very good I must say, just depends on what you wanna do",posted 2024-Oct-9,https://forums.whirlpool.net.au/thread/974pvz5v,0.696,True,False,False,68,41,5,"high_quality,question"
Allens,"bingl3 writes...
congrats everyone! I am having trouble deciding between KWM and Allens, anyone got any tips?
I'm in the exact same boat! I would suggest going with whichever firm you felt had a better 'vibe' honestly. They are both equally excellent firms, and you honestly really can't make a wrong decision : )","bingl3 writes...
congrats everyone! I am having trouble deciding between KWM and Allens, anyone got any tips?
I'm in the exact same boat! I would suggest going with whichever firm you felt had a better 'vibe' honestly. They are both equally excellent firms, and you honestly really can't make a wrong decision : )",posted 2024-Oct-9,https://forums.whirlpool.net.au/thread/974pvz5v,0.930,False,False,False,54,48,6,high_quality
Allens,"KWM and HSF are the biggest and most internationally integrated firms in Australia (Ashurst too).
Allens had the least revenue out of the rest of the big firms in 2024, 2023, and 2022 (source: Legal 200 – also Corrs had more revenue in 2024 than Allens!)
The Linklaters connection is very tenuous.","KWM and HSF are the biggest and most internationally integrated firms in Australia (Ashurst too).
Allens had the least revenue out of the rest of the big firms in 2024, 2023, and 2022 (source: Legal 200 – also Corrs had more revenue in 2024 than Allens!)
The Linklaters connection is very tenuous.",posted 2024-Oct-9,https://forums.whirlpool.net.au/thread/974pvz5v,0.703,False,False,False,51,37,3,high_quality
Allens,"I agree with you, Allens give me an odd vibe with their partnership with Linklaters.
KWM is very international, with their connections in Asia, you can probably work on very good and interesting works!
Also I personally feel KWM is more diverse then others, so if that is important to you go for it.","@bananageorge
I agree with you, Allens give me an odd vibe with their partnership with Linklaters.
KWM is very international, with their connections in Asia, you can probably work on very good and interesting works!
Also I personally feel KWM is more diverse then others, so if that is important to you go for it.",posted 2024-Oct-9,https://forums.whirlpool.net.au/thread/974pvz5v,0.730,False,False,False,54,43,3,high_quality
Allens,"bingl3 writes...
I ended up going with KWM! thanks for the advice everyone and good luck with your offers <333
Out of curiosity were there any other factors which lead you to this decision? I'm still pretty torn, for some reason I've always been really interested in Allens since starting law school, but everything seems to indicate that KWM is better career wise.","bingl3 writes...
I ended up going with KWM! thanks for the advice everyone and good luck with your offers <333
Out of curiosity were there any other factors which lead you to this decision? I'm still pretty torn, for some reason I've always been really interested in Allens since starting law school, but everything seems to indicate that KWM is better career wise.",posted 2024-Oct-9,https://forums.whirlpool.net.au/thread/974pvz5v,0.988,False,False,False,65,59,4,high_quality
Allens,"auslaw003 writes...
Honestly it was so close, I picked KWM because I had friends who are going there and I already was doing HSF for the other intake so felt like it would be more variety that way. Allens would be amazing anyhow so choose them if you resonated with them more!","auslaw003 writes...
Honestly it was so close, I picked KWM because I had friends who are going there and I already was doing HSF for the other intake so felt like it would be more variety that way. Allens would be amazing anyhow so choose them if you resonated with them more!",posted 2024-Oct-9,https://forums.whirlpool.net.au/thread/974pvz5v,0.665,False,False,False,52,42,3,high_quality
Allens,"Does anyone know the internal WAM cut offs for the major firms? Currently sitting at around 74 at a G08 and wondering whether a put in a last minute application at some of the top tiers
Someone who clerked at allens last year said their cut-off is 76 – can anyone confirm?
Ashurst HR said at a networking night that they dont have one, but unsure if that is BS...","Does anyone know the internal WAM cut offs for the major firms? Currently sitting at around 74 at a G08 and wondering whether a put in a last minute application at some of the top tiers
Someone who clerked at allens last year said their cut-off is 76 – can anyone confirm?
Ashurst HR said at a networking night that they dont have one, but unsure if that is BS...",posted 2024-Aug-9,https://forums.whirlpool.net.au/thread/9rvj6npn,0.700,True,False,False,70,55,3,"high_quality,question"
Allens,+1 Allens interview,+1 Allens interview,posted 2024-Aug-27,https://forums.whirlpool.net.au/thread/9rvj6npn,0.420,False,True,True,3,3,1,"meta,short"
Allens,1 allens could anyone who got allens share their stats pls,-1 allens could anyone who got allens share their stats pls,posted 2024-Aug-27,https://forums.whirlpool.net.au/thread/9rvj6npn,0.560,False,False,True,11,10,1,short
Allens,"could anyone who got allens share their stats pls
G08 74 WAM, heaps of legal and extracurricular experiences. I got both Allens and Minters","could anyone who got allens share their stats pls
G08 74 WAM, heaps of legal and extracurricular experiences. I got both Allens and Minters",posted 2024-Aug-27,https://forums.whirlpool.net.au/thread/9rvj6npn,0.680,False,False,True,24,21,2,"high_quality,short"
Allens,Anyone here that got Allens of KWM final year?,Anyone here that got Allens of KWM final year?,posted 2024-Aug-30,https://forums.whirlpool.net.au/thread/9rvj6npn,0.330,True,False,True,9,9,1,"question,short"
Allens,"Did anyone get an interview from Allens with less than 76 wam?
The whole focus on wam is totally ridiculous. Barely any difference between low 70s and up. Why focus on something like exams/assingment when that has no bearing on what actual legal practice is like… ppl with 80s wams are probably just studying all the time anyway – lawyers actually need to know how to talk to people","Did anyone get an interview from Allens  with less than 76 wam?
The whole focus on wam is totally ridiculous. Barely any difference between low 70s and up. Why focus on something like exams/assingment when that has no bearing on what actual legal practice is like…  ppl with 80s wams are probably just studying all the time anyway – lawyers actually need to know how to talk to people",posted 2024-Aug-31,https://forums.whirlpool.net.au/thread/9rvj6npn,0.897,False,False,False,69,59,4,high_quality
